Symbol,company_name,Industry
BHAT,Blue Hat Interactive Entertainment Technology,Communications
BGAOY,Proximus SA,Communications
OTGLY,CD Projekt SA,Communications
SATS,EchoStar Corp,Communications
EA,Electronic Arts Inc,Communications
RTMVY,Rightmove PLC,Communications
MCHOY,Multichoice Group Ltd,Communications
FWONA,Formula One Group - The Liberty Media Group,Communications
MSGS,Madison Square Garden Sports Corp,Communications
CARS,Cars.com Inc,Communications
TSQ,Townsquare Media Inc,Communications
LBTYA,Liberty Global Ltd,Communications
BATRA,Atlanta Braves Holdings Inc,Communications
LILAK,Liberty Latin America Ltd,Communications
TIMB,TIM S.A.,Communications
FWONK,Formula One Group - The Liberty Media Group,Communications
FWONB,Formula One Group - The Liberty Media Group,Communications
LILA,Liberty Latin America Ltd,Communications
BATRK,Atlanta Braves Holdings Inc,Communications
YALA,Yalla Group Limited,Communications
NTES,NetEase Inc,Communications
LBTYK,Liberty Global Ltd,Communications
FOXA,Fox Corp,Communications
DSNY,Destiny Media Technologies Inc,Communications
SGAPY,Singapore Telecommunications Ltd,Communications
FOX,Fox Corp,Communications
PTXKY,PT XL AXIATA TBK,Communications
YELP,Yelp Inc,Communications
PRSNF,Personas Social Inc,Communications
SUNR,Sun Sports and Entertainment Inc,Communications
SLNM,Salon Media Group Inc,Communications
URBT,Urban Television Network Co,Communications
BTDG,B2Digital Inc,Communications
NTLK,Net Talk.com Inc,Communications
PZOO,Pazoo Inc,Communications
HLLPF,Hello Pal International Inc,Communications
PCCWY,PCCW Ltd,Communications
CCO,Clear Channel Outdoor Holdings Inc,Communications
HLTOY,Hellenic Telecommunications Organizations OTE,Communications
YY,JOYY Inc,Communications
ANGH,Anghami Inc,Communications
SKM,SK Telecom Co Ltd,Communications
VIV,Telefonica Brasil SA,Communications
BZQIY,Bezeq The Israel Telecommunication Corp Ltd,Communications
MGNI,Magnite Inc,Communications
OB,Outbrain Inc,Communications
CMCSA,Comcast Corp,Communications
ENTEF,ESE Entertainment Inc,Communications
DALN,DallasNews Corporation,Communications
OMC,Omnicom Group Inc,Communications
CHT,Chunghwa Telecom Co Ltd,Communications
TIIAY,Telecom Italia SPA,Communications
YAHOY,LY Corporation,Communications
ATEX,Anterix Inc,Communications
ORAN,ORANGE,Communications
PBSFY,ProSiebenSat.1 Media SE,Communications
GTN/A,Gray Television Inc.,Communications
NXST,Nexstar Media Group Inc.,Communications
DOYU,DouYu International Holdings Limited,Communications
CCOEY,Capcom Co Ltd,Communications
AVIFY,Advanced Info Service Public Co Ltd,Communications
RBLX,Roblox Corp,Communications
NEXN,Nexxen International Ltd,Communications
WLYB,John Wiley & Sons Inc.,Communications
VOD,Vodafone Group Public Limited Company,Communications
CNK,Cinemark Holdings Inc,Communications
ATHM,Autohome Inc,Communications
VMEO,Vimeo Inc,Communications
GIGM,GigaMedia Ltd,Communications
SCMWY,"Swisscom AG, Ittigen",Communications
CLLNY,Cellnex Telecom SA,Communications
BILI,Bilibili Inc,Communications
RCI,Rogers Communications Inc,Communications
LTRPA,Liberty TripAdvisor Holdings Inc,Communications
ATUS,Altice USA Inc,Communications
BZFD,BuzzFeed Inc,Communications
WLY,John Wiley & Sons Inc.,Communications
CCOI,Cogent Communications Holdings Inc,Communications
IQ,iQIYI Inc,Communications
WPP,WPP PLC,Communications
MSGE,Madison Square Garden Entertainment Corp,Communications
AARTY,Airtel Africa Plc,Communications
MANU,Manchester United Plc,Communications
UBSFY,UBI Soft Entertainment SA,Communications
FLNT,Fluent Inc,Communications
SHEN,Shenandoah Telecommunications Co,Communications
STGW,Stagwell Inc,Communications
GSAT,Globalstar Inc,Communications
LEE,Lee Enterprises Inc,Communications
MDIA,Mediaco Holding Inc,Communications
KDDIY,Kddi Corp,Communications
TGNA,TEGNA Inc,Communications
TU,TELUS Corp,Communications
PLTK,Playtika Holding Corp,Communications
CHRYY,Chorus Ltd,Communications
ONFO,Onfolio Holdings Inc,Communications
ROKU,Roku Inc,Communications
ZD,Ziff Davis Inc,Communications
IAC,IAC Inc,Communications
KTEL,KonaTel Inc,Communications
TLGPY,Telstra Group Limited,Communications
THRY,Thryv Holdings Inc,Communications
CHTR,Charter Communications Inc,Communications
WIMI,WiMi Hologram Cloud Inc,Communications
NTTYY,Nippon Telegraph and Telephone Corporation,Communications
MTCH,Match Group Inc,Communications
MCHX,Marchex Inc,Communications
TTGT,TechTarget Inc,Communications
VDMCY,Vodacom Group Ltd,Communications
TZOO,Travelzoo,Communications
SBGI,Sinclair Inc,Communications
SCHL,Scholastic Corp,Communications
SPKKY,Spark New Zealand Ltd,Communications
IMAX,IMAX Corp,Communications
DNTUY,Dentsu Group Inc,Communications
SGA,Saga Communications Inc.,Communications
AMX,America Movil SAB de CV,Communications
IPG,Interpublic Group of Cos Inc (The),Communications
IDWM,IDW Media Holdings Inc,Communications
LGF/A,Lions Gate Entertainment Corp,Communications
KIND,Nextdoor Holdings Inc,Communications
SPTY,Specificity Inc,Communications
SWAG,Stran & Company Inc,Communications
LSXMB,Liberty Media Corp SiriusXM Group,Communications
SSTK,Shutterstock Inc,Communications
IH,iHuman Inc,Communications
LGF/B,Lions Gate Entertainment Corp,Communications
BCE,BCE Inc.,Communications
LION,Lionsgate Studios Corp,Communications
DRCT,Direct Digital Holdings Inc,Communications
KWIK,KwikClick Inc,Communications
PARA,Paramount Global,Communications
BIDU,Baidu Inc,Communications
SCOR,comScore Inc,Communications
IZEA,IZEA Worldwide Inc,Communications
GAMB,GAMBLING.COM GROUP LIMITED,Communications
BOC,Boston Omaha Corp,Communications
IIJIY,Internet Initiative Japan Inc,Communications
LDWY,Insignia Systems Inc,Communications
LUMN,Lumen Technologies Inc,Communications
ANTE,Airnet Technology Inc,Communications
GTN,Gray Television Inc.,Communications
LBRDA,Liberty Broadband Corp,Communications
LBRDB,Liberty Broadband Corp,Communications
NUVR,Nuvera Communications Inc,Communications
LBRDK,Liberty Broadband Corp,Communications
SQNNY,Square Enix Hldgs Co Ltd,Communications
ZONX,Zonzia Media Inc,Communications
SEAT,Vivid Seats Inc,Communications
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi I,Communications
SIRI,Sirius XM Holdings Inc,Communications
CMLS,Cumulus Media Inc,Communications
GMER,Good Gaming Inc,Communications
BMBL,Bumble Inc,Communications
FUBO,FuboTV Inc,Communications
CNET,ZW Data Action Technologies Inc,Communications
MTNOY,MTN Group Ltd,Communications
MCS,Marcus Corp (The),Communications
EB,Eventbrite Inc,Communications
ANGI,Angi Inc,Communications
WBD,Warner Bros. Discovery Inc,Communications
BBGI,Beasley Broadcast Group Inc,Communications
RUM,Rumble Inc,Communications
WOW,WideOpenWest Inc,Communications
MOMO,Hello Group Inc,Communications
SKLZ,Skillz Inc,Communications
ETCMY,Eutelsat Group,Communications
LKCO,Luokung Technology Corp,Communications
GOGO,Gogo Inc,Communications
QYOUF,QYOU Media Inc,Communications
SIFY,Sify Technologies Ltd,Communications
GETY,Getty Images Holdings Inc,Communications
APHP,American Picture House Corp,Communications
ATNI,ATN International Inc,Communications
ZIP,ZipRecruiter Inc,Communications
MSGM,Motorsport Games Inc,Communications
SY,So-Young International Inc,Communications
WB,Weibo Corp,Communications
RDIB,Reading International Inc.,Communications
CABO,Cable One Inc,Communications
TV,Grupo Televisa SAB,Communications
ZH,Zhihu Inc,Communications
SURG,SurgePays Inc,Communications
MITQ,Moving iMage Technologies Inc,Communications
RDI,Reading International Inc.,Communications
DHX,DHI Group Inc,Communications
SNAL,Snail Inc,Communications
IAS,Integral Ad Science Holding Corp,Communications
FERL,Fearless Films,Communications
WQNI,WQN Inc,Communications
MYPS,PLAYSTUDIOS Inc,Communications
JFU,9F Inc,Communications
NXPL,NextPlat Corp,Communications
THBRF,Thunderbird Entertainment Group Inc,Communications
KORE,KORE Group Holdings Inc,Communications
BREA,Brera Holdings PLC,Communications
DLPN,Dolphin Entertainment Inc,Communications
ZI,ZoomInfo Technologies Inc,Communications
ICLK,iClick Interactive Asia Group Ltd,Communications
UCL,uCloudlink Group Inc,Communications
CHR,Cheer Holding Inc,Communications
EVC,Entravision Communications Corp.,Communications
IRDM,Iridium Communications Inc,Communications
GXAI,Gaxos.ai Inc,Communications
TOON,Kartoon Studios Inc,Communications
KRKR,36Kr Holdings Inc,Communications
IHS,IHS Holding Limited,Communications
ASST,Asset Entities Inc,Communications
SLCH,Spotlight Capital Holdings Inc,Communications
BAOS,Baosheng Media Group Holdings Ltd,Communications
REDFY,Rediff.com India Ltd,Communications
OCG,Oriental Culture Holding LTD,Communications
PERI,Perion Network Ltd,Communications
TRVG,trivago N.V.,Communications
MVVYF,Moovly Media Inc,Communications
GAME,GameSquare Holdings Inc,Communications
SJ,Scienjoy Holding Corp,Communications
MMV,MultiMetaVerse Holdings Ltd,Communications
PSQH,PSQ Holdings Inc,Communications
IHRT,iHeartMedia Inc,Communications
MFON,Mobivity Holdings Corp,Communications
UONE,Urban One Inc,Communications
LFLY,Leafly Holdings Inc,Communications
SALM,Salem Media Group Inc,Communications
SST,System1 Inc,Communications
LBUY,Leafbuyer Technologies Inc,Communications
GDEV,GDEV Inc,Communications
SABOF,Sabio Holdings Inc,Communications
TC,TuanChe Ltd,Communications
CPOP,Pop Culture Group Co Ltd,Communications
SSP,Scripps (E.W.) Co (The),Communications
UONEK,Urban One Inc,Communications
MMND,Mastermind Inc,Communications
SOGP,Sound Group Inc,Communications
GDC,GD Culture Group Ltd,Communications
OIBZQ,Oi SA,Communications
DTGI,Digerati Technologies Inc,Communications
CSSE,Chicken Soup for the Soul Entertainment Inc,Communications
AREN,The Arena Group Holdings Inc,Communications
DEQI,Direct Equity International Inc,Communications
BBLR,Bubblr Inc,Communications
MI,NFT Ltd,Communications
VPLM,VoIP-Pal.com Inc,Communications
SOPA,Society Pass Inc,Communications
VS,Versus Systems Inc,Communications
MOBO,Mobile Lads Corp,Communications
MNY,MoneyHero Ltd,Communications
GAMGF,Gamelancer Media Corp,Communications
LTRPB,Liberty TripAdvisor Holdings Inc,Communications
AEHL,Antelope Enterprise Holdings Ltd,Communications
CNVS,Cineverse Corp,Communications
GBHL,Global Entertainment Holdings Inc,Communications
VYBE,Limitless X Holdings Inc,Communications
NXMR,NextMart Inc,Communications
AMC,AMC Entertainment Holdings Inc,Communications
ICOA,ICOA Inc,Communications
SLE,Super League Enterprise Inc,Communications
TRUG,TruGolf Holdings Inc,Communications
HWH,HWH International Inc,Communications
LYT,Lytus Technologies Holdings PTV Ltd,Communications
DMSL,Digital Media Solutions Inc,Communications
MLFB,Major League Football Inc,Communications
GROM,Grom Social Enterprises Inc,Communications
STBX,Starbox Group Holdings Ltd,Communications
CRTD,Creatd Inc,Communications
LPTV,Loop Media Inc,Communications
DUO,Fangdd Network Group Ltd,Communications
EVLI,Everlert Inc,Communications
TGL,Treasure Global Inc,Communications
AVOZ,Altavoz Entertainment Inc,Communications
AIAD,AiAdvertising Inc,Communications
TKVR,Zhejiang Dashang Media Co Ltd,Communications
FDBL,Friendable Inc,Communications
TIOG,Tingo Group Inc,Communications
PEHD,Perigee Holdings Inc,Communications
EMWPF,Eros Media World Plc,Communications
FUIG,Fusion Interactive Corp,Communications
LOVLQ,Spark Networks SE,Communications
YVRLF,Liquid Media Group Ltd,Communications
WEJOF,Wejo Group Ltd,Communications
BBIG,Vinco Venture Inc,Communications
NXTP,NextPlay Technologies Inc,Communications
GBXI,GBX International Group Inc,Communications
KBNT,Kubient Inc,Communications
ADST,AdStar Inc,Communications
ADTR,Alliance Media Holdings Inc,Communications
MPRG,Motion Picture Group Inc,Communications
AMRU,Amaru Inc,Communications
ADBN,Americana Distribution Inc,Communications
ARTD,ARTISTdirect Inc,Communications
BZTG,Buzz Technologies Inc,Communications
DGTW,DigitalTown Inc,Communications
OIBRQ,Oi SA,Communications
HYWS,Hollywood Studios International,Communications
GDET,GD Entertainment & Technology Inc,Communications
TMIX,Tarsin Mobile Inc,Communications
ERFB,ERF Wireless Inc,Communications
EWKS,Earthworks Entertainment Inc,Communications
FMYR,Family Room Entertainment Corp,Communications
GMSC,Grand Entertainment & Music Inc,Communications
GNPR,Genius Products Inc,Communications
ICABY,i-CABLE Communications Ltd,Communications
IMTO,InterMetro Communications Inc,Communications
LOCM,Local Corp,Communications
IPLY,Interplay Entertainment Corp,Communications
KIWB,Kiwibox com Inc,Communications
SNLM,Homestead Gold and Silver Ltd,Communications
AXCG,Eyes on the Go Inc,Communications
TJSS,Taj Systems Inc,Communications
NLMP,National Lampoon Inc.,Communications
AVPI,AVP Inc,Communications
RAIO,Radioio Inc,Communications
PEDH,Peoples Educational Holdings Inc,Communications
PGGG,Pegasus Gaming Corp,Communications
PGPEF,Publicis Groupe SA,Communications
CELX,Celexpress Inc,Communications
RMTD,Remote Dynamics Inc,Communications
ROSYY,Rostelecom PJSC,Communications
SHGY,Searchguy.com Inc.,Communications
SSTRF,Silverstar Holdings Ltd,Communications
TELNF,Telenor ASA,Communications
DIGI,Digitiliti Inc,Communications
TIXC,Tix Corp,Communications
TLLEQ,Teletouch Communications Inc.,Communications
CNCM,Connected Media Technologies Inc,Communications
UAMA,United American Corp,Communications
SEEK,TheDirectory.com Inc,Communications
ISBL,Ise Blu Equity Corp,Communications
WWII,World Of Wireless International Telecom Inc,Communications
WKYN,WebSky Inc,Communications
WNRC,Wenr Corp,Communications
CWTC,Clearwave Telecommunications,Communications
VIDA,Vidaroo Corp,Communications
UPPR,Upper Street Marketing Inc,Communications
PLGC,Playlogic Entertainment Inc,Communications
ACNI,American Community Newspapers Inc,Communications
NRWS,Narrowstep Inc,Communications
IMGX,Image Metrics Inc,Communications
BCDMF,KuuHubb Inc,Communications
FUGI,Fuego Enterprises Inc,Communications
BWAV,Betawave Corp,Communications
TWER,TowerStream Corp,Communications
FBOP,Media Central Corp Inc,Communications
IPUB,indiePub Entertainment Inc,Communications
CCGM,China CGame Inc,Communications
YIPI,Yippy Inc,Communications
ATHI,American Transportation Holding Inc,Communications
SVNJ,727 Communications Inc,Communications
UCSO,United Consortium Ltd,Communications
VGTL,VGTel Inc,Communications
XFCI,Xtreme Fighting Championships Inc,Communications
NTEK,NanoTech Entertainment Inc,Communications
SRHBY,StarHub Ltd,Communications
ATVDY,Atresmedia Corporacion de Medios de Comunicacion S,Communications
DEWM,Dewmar International BMC Inc,Communications
ISDSF,iSign Media Solutions Inc,Communications
IFLM,Independent Film Development Corp,Communications
STIE,Santaro Interactive Entertainment Co,Communications
MKTDF,DeepMarkit Corp,Communications
YNDX,Yandex NV,Communications
BFLD,Broadcast Live Digital Corp,Communications
HRDI,Here Media Inc,Communications
REAC,REAC Group Inc,Communications
YITD,Yinhang Internet Technologies Development Inc,Communications
MLRYY,VK International Public Joint Stock Company,Communications
CHNO,Classworx Inc,Communications
TPNI,Pulse Network Inc (The),Communications
ACTL,Artec Global Media Inc,Communications
HUTN,HUTN Inc,Communications
ABWN,Airborne Wireless Network,Communications
PROM,Propel Media Inc,Communications
THDDY,TV Asahi Holdings Corp,Communications
DWDZF,Jeotex Inc,Communications
CVTV,China VTV Ltd,Communications
MGOM,Migom Global Corp,Communications
LFCOF,Lift & Co Corp,Communications
EAGRF,East Side Games Group Inc,Communications
INIKF,PopReach Corp,Communications
KSHTY,Kuaishou Technology,Communications
CAUD,Collective Audience Inc,Communications
ADYIF,Adya Inc,Communications
ABLV,Able View Global Inc,Communications
LQR,LQR House Inc,Communications
GPAK,Gamer Pakistan Inc,Communications
